Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
251,Reece James,eng ENG,"DF,MF",Chelsea,25-137,1999,9.0,561,663,84.6,10132,3494,259,274,94.5,242,273,88.6,51,97,52.6,0,0.5,0.9,-0.5,10,72,5,1,50,Matches
252,Vitaly Janelt,de GER,MF,Brentford,26-349,1998,25.0,872,1057,82.5,14466,4279,443,489,90.6,344,403,85.4,66,118,55.9,3,2.2,2.4,+0.8,14,78,23,7,80,Matches
253,Vitezslav Jaros,cz CZE,GK,Liverpool,23-275,2001,0.1,6,8,75.0,302,273,0,0,,1,1,100.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
254,Daniel Jebbison,eng ENG,FW,Bournemouth,21-254,2003,0.8,25,30,83.3,228,36,17,19,89.5,1,1,100.0,0,1,0.0,0,0.2,0.1,-0.2,3,1,1,0,3,Matches
255,Mathias Jensen,dk DEN,MF,Brentford,29-113,1996,8.6,327,436,75.0,6098,2221,148,170,87.1,124,157,79.0,44,79,55.7,2,1.6,1.3,+0.4,15,39,17,2,55,Matches
256,Gabriel Jesus,br BRA,FW,Arsenal,28-021,1997,6.8,156,203,76.8,2030,378,103,128,80.5,41,47,87.2,4,6,66.7,0,0.7,0.5,-0.7,8,10,9,1,19,Matches
257,Raúl Jiménez,mx MEX,FW,Fulham,33-354,1991,22.7,390,548,71.2,5902,1321,226,277,81.6,116,156,74.4,29,48,60.4,3,2.9,1.9,+0.1,17,33,9,3,51,Matches
258,Kim Jisoo,kr KOR,DF,Brentford,20-121,2004,0.3,25,28,89.3,552,202,8,9,88.9,11,12,91.7,6,7,85.7,0,0.0,0.0,0.0,0,1,0,0,2,Matches
259,João Pedro,br BRA,"FW,MF",Brighton,23-210,2001,21.6,482,661,72.9,6847,1766,300,381,78.7,133,177,75.1,29,44,65.9,6,5.0,3.1,+1.0,30,42,36,5,78,Matches
260,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-253,1996,26.6,863,1043,82.7,12199,3384,529,603,87.7,277,320,86.6,33,55,60.0,3,2.5,2.3,+0.5,23,80,17,2,116,Matches
261,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-090,2000,14.6,292,407,71.7,4751,2001,166,192,86.5,99,132,75.0,24,49,49.0,2,1.3,0.8,+0.7,12,21,2,2,25,Matches
262,Brennan Johnson,wls WAL,FW,Tottenham,23-336,2001,22.1,433,605,71.6,5707,1559,266,328,81.1,137,182,75.3,11,29,37.9,3,2.3,2.0,+0.7,19,25,34,6,68,Matches
263,Sam Johnstone,eng ENG,GK,Wolves,32-030,1993,7.0,184,278,66.2,5548,4270,31,32,96.9,80,82,97.6,72,160,45.0,0,0.0,0.0,0.0,1,6,0,0,0,Matches
264,Curtis Jones,eng ENG,"MF,DF",Liverpool,24-084,2001,15.7,800,858,93.2,11625,2335,461,476,96.8,292,314,93.0,28,38,73.7,3,1.0,1.4,+2.0,19,58,16,0,83,Matches
265,Jorginho,it ITA,MF,Arsenal,33-125,1991,7.8,410,473,86.7,6450,1591,215,235,91.5,167,189,88.4,21,36,58.3,0,0.4,0.6,-0.4,3,44,10,0,48,Matches
266,Diogo Jota,pt POR,FW,Liverpool,28-141,1996,11.9,193,281,68.7,2864,698,105,139,75.5,66,90,73.3,11,19,57.9,3,1.8,1.1,+1.2,11,28,3,1,33,Matches
267,James Justin,eng ENG,DF,Leicester City,27-060,1998,28.2,1024,1322,77.5,15736,4909,535,618,86.6,418,499,83.8,40,120,33.3,1,0.5,0.7,+0.5,12,66,21,7,80,Matches
268,Filip Jørgensen,dk DEN,GK,Chelsea,23-008,2002,6.0,158,189,83.6,2843,1649,64,64,100.0,79,81,97.5,11,40,27.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches
269,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-199,1999,4.3,144,175,82.3,2372,698,73,82,89.0,61,74,82.4,9,14,64.3,0,0.2,0.3,-0.2,5,10,9,4,15,Matches
270,Daichi Kamada,jp JPN,MF,Crystal Palace,28-262,1996,14.9,507,639,79.3,8046,2118,275,313,87.9,195,238,81.9,26,48,54.2,0,1.8,1.4,-1.8,19,39,13,2,73,Matches
271,Boubacar Kamara,fr FRA,MF,Aston Villa,25-152,1999,15.3,674,756,89.2,10544,3373,348,372,93.5,287,314,91.4,26,49,53.1,0,0.9,0.7,-0.9,10,77,8,0,72,Matches
272,Michael Kayode,it ITA,DF,Brentford,20-288,2004,1.4,41,61,67.2,755,254,15,20,75.0,23,33,69.7,3,6,50.0,0,0.2,0.1,-0.2,2,3,1,1,2,Matches
273,Michael Keane,eng ENG,DF,Everton,32-103,1993,9.5,258,316,81.6,5895,1868,77,87,88.5,121,134,90.3,58,77,75.3,0,0.1,0.0,-0.1,2,17,0,0,12,Matches
274,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-152,1998,10.0,289,382,75.7,6252,3968,99,99,100.0,147,147,100.0,43,135,31.9,0,0.0,0.0,0.0,0,6,0,0,0,Matches
275,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-200,1998,3.4,146,181,80.7,2636,867,57,65,87.7,78,87,89.7,10,24,41.7,1,0.5,0.1,+0.5,2,6,1,1,9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
276,Milos Kerkez,hu HUN,DF,Bournemouth,21-168,2003,32.2,1141,1513,75.4,17883,5978,625,700,89.3,418,535,78.1,71,193,36.8,5,3.3,2.1,+1.7,30,79,34,22,141,Matches
277,Bilal El Khannouss,ma MAR,MF,Leicester City,20-349,2004,20.4,685,911,75.2,12215,3447,326,379,86.0,264,327,80.7,81,143,56.6,2,3.1,2.2,-1.1,29,78,25,5,112,Matches
278,Abdukodir Khusanov,uz UZB,DF,Manchester City,21-054,2004,5.6,360,395,91.1,6126,1976,160,169,94.7,191,197,97.0,6,23,26.1,0,0.1,0.1,-0.1,2,23,0,0,25,Matches
279,Max Kilman,eng ENG,DF,West Ham,27-336,1997,32.2,1442,1660,86.9,27949,9577,460,498,92.4,843,911,92.5,132,227,58.1,1,1.1,1.1,-0.1,15,96,3,0,103,Matches
280,Joshua King,eng ENG,"MF,FW",Fulham,18-111,2007,0.9,32,37,86.5,477,92,18,20,90.0,13,15,86.7,0,1,0.0,0,0.4,0.7,-0.4,3,2,1,0,4,Matches
281,Antonín Kinský,cz CZE,GK,Tottenham,22-042,2003,4.0,116,145,80.0,2699,1686,17,17,100.0,73,76,96.1,23,48,47.9,0,0.1,0.0,-0.1,1,2,0,0,1,Matches
282,Jakub Kiwior,pl POL,DF,Arsenal,25-068,2000,8.5,493,541,91.1,8732,2527,187,199,94.0,282,295,95.6,22,39,56.4,0,0.3,0.2,-0.3,3,45,3,0,35,Matches
283,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-354,1999,22.5,495,671,73.8,7749,2173,270,325,83.1,165,217,76.0,43,78,55.1,6,4.8,3.4,+1.2,44,40,31,6,94,Matches
284,Ibrahima Konaté,fr FRA,DF,Liverpool,25-334,1999,24.8,1513,1672,90.5,28014,9647,522,557,93.7,897,943,95.1,85,149,57.0,2,1.0,0.9,+1.0,10,122,8,0,102,Matches
285,Ezri Konsa,eng ENG,DF,Aston Villa,27-183,1997,28.6,1372,1480,92.7,22993,7566,598,621,96.3,707,739,95.7,52,80,65.0,0,0.4,0.5,-0.4,5,93,1,0,73,Matches
286,Mateo Kovačić,hr CRO,MF,Manchester City,30-353,1994,21.8,1523,1646,92.5,23541,6173,817,860,95.0,632,661,95.6,55,88,62.5,1,3.5,3.0,-2.5,28,178,27,0,142,Matches
287,Caleb Kporha,eng ENG,DF,Crystal Palace,18-283,2006,0.1,5,7,71.4,72,21,4,4,100.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
288,Emil Krafth,se SWE,DF,Newcastle Utd,30-265,1994,3.2,104,130,80.0,1661,734,49,60,81.7,46,53,86.8,5,10,50.0,0,0.1,0.0,-0.1,1,6,0,0,7,Matches
289,Mohammed Kudus,gh GHA,"FW,MF",West Ham,24-265,2000,24.9,620,742,83.6,10034,1566,334,371,90.0,225,251,89.6,47,70,67.1,2,2.3,2.4,-0.3,27,40,25,12,71,Matches
290,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-364,2000,24.8,639,864,74.0,8972,2858,383,445,86.1,198,253,78.3,31,77,40.3,4,6.1,3.9,-2.1,64,61,52,6,121,Matches
291,Maxence Lacroix,fr FRA,DF,Crystal Palace,25-018,2000,30.6,1092,1334,81.9,22495,8875,290,340,85.3,671,738,90.9,125,226,55.3,1,0.8,0.9,+0.2,6,66,2,1,59,Matches
292,Adam Lallana,eng ENG,MF,Southampton,36-349,1988,4.0,221,260,85.0,2891,980,147,165,89.1,61,67,91.0,4,9,44.4,2,0.9,0.5,+1.1,4,21,9,3,24,Matches
293,Tariq Lamptey,gh GHA,DF,Brighton,24-206,2000,8.5,314,381,82.4,4884,1213,169,181,93.4,124,155,80.0,18,35,51.4,2,0.8,0.5,+1.2,5,11,5,4,12,Matches
294,Will Lankshear,eng ENG,"FW,MF",Tottenham,20-004,2005,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
295,Roméo Lavia,be BEL,MF,Chelsea,21-108,2004,6.0,269,293,91.8,4535,1211,127,141,90.1,125,130,96.2,14,17,82.4,1,0.7,0.3,+0.3,6,35,3,0,18,Matches
296,Mario Lemina,ga GAB,"MF,DF",Wolves,31-235,1993,15.2,493,613,80.4,9479,2966,176,207,85.0,249,284,87.7,58,95,61.1,3,1.1,1.2,+1.9,10,43,13,4,48,Matches
297,Bernd Leno,de GER,GK,Fulham,33-051,1992,33.0,1009,1247,80.9,24636,14655,200,201,99.5,599,606,98.8,199,427,46.6,1,0.1,0.1,+0.9,2,14,2,0,0,Matches
298,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,30-181,1994,22.6,774,1026,75.4,13628,4691,363,419,86.6,317,390,81.3,77,165,46.7,1,1.5,1.6,-0.5,9,83,17,2,86,Matches
299,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-154,2004,20.1,1139,1238,92.0,16444,3120,678,715,94.8,419,445,94.2,28,41,68.3,2,0.3,0.9,+1.7,7,92,13,0,103,Matches
300,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,24-061,2001,30.2,858,1112,77.2,14139,4201,462,517,89.4,294,372,79.0,76,153,49.7,3,3.0,4.6,0.0,22,56,40,14,88,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
301,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-210,2006,12.0,547,603,90.7,8067,1755,309,323,95.7,217,239,90.8,12,19,63.2,0,0.3,0.4,-0.3,6,54,8,1,57,Matches
302,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-255,1999,23.2,1225,1360,90.1,21549,5917,449,477,94.1,717,759,94.5,53,105,50.5,0,0.3,0.3,-0.3,6,63,2,1,55,Matches
303,Pedro Lima,br BRA,DF,Wolves,18-297,2006,0.8,28,38,73.7,457,188,14,17,82.4,11,14,78.6,3,5,60.0,0,0.1,0.1,-0.1,2,2,3,2,4,Matches
304,Victor Lindelöf,se SWE,DF,Manchester Utd,30-281,1994,4.9,181,194,93.3,2902,764,76,83,91.6,95,98,96.9,6,8,75.0,0,0.1,0.1,-0.1,3,6,2,1,7,Matches
305,Jesper Lindstrøm,dk DEN,FW,Everton,25-054,2000,13.8,297,428,69.4,4593,1335,194,225,86.2,65,99,65.7,29,65,44.6,1,2.0,2.0,-1.0,19,18,12,7,25,Matches
306,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-163,2002,26.6,1170,1384,84.5,17350,5756,676,748,90.4,431,500,86.2,42,76,55.3,1,2.3,2.0,-1.3,21,86,23,5,129,Matches
307,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-176,1997,8.9,294,348,84.5,4403,1171,161,185,87.0,111,120,92.5,15,22,68.2,0,0.2,0.2,-0.2,4,26,1,0,40,Matches
308,Saša Lukić,rs SRB,MF,Fulham,28-254,1996,22.6,962,1096,87.8,16214,3853,459,498,92.2,418,452,92.5,73,105,69.5,2,2.6,1.3,-0.6,22,88,14,5,83,Matches
309,Joe Lumley,eng ENG,GK,Southampton,30-068,1995,3.0,106,151,70.2,2342,1476,42,44,95.5,42,46,91.3,21,59,35.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
310,Massimo Luongo,au AUS,MF,Ipswich Town,32-211,1992,2.1,39,53,73.6,551,135,24,27,88.9,11,16,68.8,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,5,Matches
311,Ian Maatsen,nl NED,DF,Aston Villa,23-045,2002,9.9,507,620,81.8,8095,2117,254,287,88.5,220,256,85.9,23,43,53.5,2,2.7,2.3,-0.7,18,20,15,3,39,Matches
312,Alexis Mac Allister,ar ARG,MF,Liverpool,26-121,1998,27.5,1210,1451,83.4,19378,5475,624,694,89.9,472,534,88.4,84,150,56.0,4,4.4,4.9,-0.4,41,116,34,2,169,Matches
313,James Maddison,eng ENG,MF,Tottenham,28-152,1996,19.6,1001,1232,81.3,16292,4891,477,525,90.9,413,480,86.0,72,157,45.9,6,4.1,5.8,+1.9,39,121,32,5,160,Matches
314,Noni Madueke,eng ENG,FW,Chelsea,23-045,2002,18.3,431,552,78.1,6379,1619,263,303,86.8,133,173,76.9,20,35,57.1,3,3.9,2.8,-0.9,28,11,33,8,60,Matches
315,Gabriel Magalhães,br BRA,DF,Arsenal,27-126,1997,26.3,1480,1641,90.2,25788,7938,598,617,96.9,782,830,94.2,83,154,53.9,1,0.9,1.2,+0.1,13,145,8,0,126,Matches
316,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,23-351,2001,1.3,76,84,90.5,1259,343,38,40,95.0,29,31,93.5,6,7,85.7,0,0.1,0.0,-0.1,1,2,0,0,13,Matches
317,Harry Maguire,eng ENG,DF,Manchester Utd,32-050,1993,15.8,788,913,86.3,14677,4900,295,322,91.6,420,461,91.1,63,109,57.8,0,0.3,0.2,-0.3,6,39,3,0,42,Matches
318,Kobbie Mainoo,eng ENG,MF,Manchester Utd,20-005,2005,15.0,608,705,86.2,8062,2051,390,424,92.0,153,173,88.4,26,37,70.3,0,1.5,1.3,-1.5,13,45,9,0,55,Matches
319,Tyrell Malacia,nl NED,DF,Manchester Utd,25-250,1999,1.1,49,55,89.1,642,260,31,33,93.9,13,14,92.9,2,2,100.0,0,0.0,0.0,0.0,1,7,1,0,3,Matches
320,Donyell Malen,nl NED,FW,Aston Villa,26-105,1999,3.0,45,64,70.3,580,124,29,35,82.9,12,16,75.0,2,4,50.0,0,0.1,0.1,-0.1,2,2,1,0,5,Matches
321,Orel Mangala,be BEL,MF,Everton,27-037,1998,14.0,437,490,89.2,6998,1567,219,242,90.5,187,197,94.9,23,30,76.7,0,0.6,0.6,-0.6,8,50,8,1,34,Matches
322,Ryan Manning,ie IRL,"DF,MF",Southampton,28-314,1996,14.2,557,702,79.3,9321,2936,285,306,93.1,211,257,82.1,48,101,47.5,0,2.7,2.5,-2.7,27,24,11,8,31,Matches
323,Solly March,eng ENG,"FW,MF",Brighton,30-278,1994,1.2,40,63,63.5,701,162,22,25,88.0,13,20,65.0,5,13,38.5,0,0.3,0.3,-0.3,3,0,4,4,1,Matches
324,Omar Marmoush,eg EGY,"FW,MF",Manchester City,26-076,1999,10.2,192,245,78.4,2647,686,126,149,84.6,51,64,79.7,7,14,50.0,0,1.7,1.4,-1.7,13,8,22,4,26,Matches
325,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-310,2001,21.7,429,604,71.0,6240,1342,276,332,83.1,119,172,69.2,24,47,51.1,4,4.5,4.0,-0.5,34,10,30,13,44,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
326,Emiliano Martínez,ar ARG,GK,Aston Villa,32-234,1992,32.0,986,1248,79.0,25707,15650,174,178,97.8,573,584,98.1,239,479,49.9,0,0.5,0.1,-0.5,2,21,0,0,3,Matches
327,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-096,1998,19.5,1200,1342,89.4,20292,7055,522,554,94.2,601,646,93.0,64,116,55.2,1,1.1,1.3,-0.1,9,91,18,2,117,Matches
328,Pape Matar Sarr,sn SEN,MF,Tottenham,22-222,2002,17.7,808,926,87.3,12484,2883,425,466,91.2,315,349,90.3,43,57,75.4,2,1.5,0.7,+0.5,14,82,10,2,79,Matches
329,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-300,1997,27.1,269,414,65.0,3557,924,165,216,76.4,75,120,62.5,7,22,31.8,2,3.1,2.2,-1.1,27,31,15,2,46,Matches
330,Stephy Mavididi,eng ENG,FW,Leicester City,26-328,1998,17.9,460,613,75.0,6191,1429,286,314,91.1,124,184,67.4,18,43,41.9,1,2.6,3.3,-1.6,22,32,26,7,57,Matches
331,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-134,1997,20.6,960,1121,85.6,18880,6485,308,338,91.1,557,605,92.1,89,155,57.4,0,0.5,0.4,-0.5,4,58,4,1,58,Matches
332,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-161,1997,28.5,1387,1623,85.5,20824,7412,763,835,91.4,521,584,89.2,63,116,54.3,1,1.3,1.7,-0.3,17,116,18,5,102,Matches
333,Bryan Mbeumo,cm CMR,FW,Brentford,25-260,1999,32.9,763,1134,67.3,12187,3786,417,523,79.7,273,375,72.8,59,155,38.1,6,7.8,8.5,-1.8,63,52,55,16,125,Matches
334,James Mcatee,eng ENG,"MF,FW",Manchester City,22-188,2002,3.3,84,104,80.8,1280,226,45,52,86.5,37,42,88.1,2,6,33.3,0,0.3,0.6,-0.3,2,7,2,0,6,Matches
335,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-153,2001,5.4,115,165,69.7,1587,400,77,91,84.6,32,46,69.6,4,8,50.0,1,0.5,0.3,+0.5,6,6,5,2,9,Matches
336,Alex McCarthy,eng ENG,GK,Southampton,35-142,1989,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
337,John McGinn,sct SCO,"MF,FW",Aston Villa,30-188,1994,22.1,635,767,82.8,10675,2779,304,332,91.6,263,304,86.5,55,92,59.8,3,3.4,2.4,-0.4,27,60,27,7,90,Matches
338,Dwight McNeil,eng ENG,"MF,FW",Everton,25-153,1999,12.9,378,517,73.1,7197,2484,170,198,85.9,136,167,81.4,64,119,53.8,4,3.8,3.8,+0.2,33,33,33,10,61,Matches
339,Scott McTominay,sct SCO,MF,Manchester Utd,28-137,1996,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
340,Ben Mee,eng ENG,DF,Brentford,35-215,1989,2.0,93,120,77.5,1751,688,34,38,89.5,51,60,85.0,8,20,40.0,0,0.0,0.0,0.0,0,10,0,0,11,Matches
341,Jayden Meghoma,eng ENG,DF,Brentford,18-300,2006,0.1,3,3,100.0,28,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
342,Mikel Merino,es ESP,"MF,FW",Arsenal,28-306,1996,15.6,412,529,77.9,5686,1613,260,299,87.0,119,152,78.3,16,30,53.3,2,1.9,1.2,+0.1,15,33,24,4,61,Matches
343,Shumaira Mheuka,eng ENG,MF,Chelsea,17-186,2007,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
344,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-194,1997,32.0,705,872,80.8,14175,5260,212,244,86.9,393,451,87.1,87,144,60.4,2,0.8,0.5,+1.2,7,47,2,0,47,Matches
345,Lewis Miley,eng ENG,MF,Newcastle Utd,18-358,2006,2.5,121,139,87.1,1768,296,66,76,86.8,43,45,95.6,6,7,85.7,0,0.0,0.1,0.0,1,8,4,0,13,Matches
346,James Milner,eng ENG,MF,Brighton,39-110,1986,1.9,55,73,75.3,899,347,26,28,92.9,23,30,76.7,4,10,40.0,0,0.2,0.2,-0.2,4,3,1,1,10,Matches
347,Tyrone Mings,eng ENG,DF,Aston Villa,32-042,1993,11.7,581,656,88.6,10405,3319,227,245,92.7,315,334,94.3,34,63,54.0,0,0.2,0.2,-0.2,3,47,5,0,39,Matches
348,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-276,2004,16.3,277,446,62.1,4444,1520,160,206,77.7,84,133,63.2,26,58,44.8,4,4.7,4.6,-0.7,25,12,26,6,35,Matches
349,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-235,1999,31.7,904,1252,72.2,14525,5536,477,566,84.3,351,471,74.5,55,130,42.3,4,5.6,3.6,-1.6,37,45,31,14,62,Matches
350,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-339,1997,27.7,694,918,75.6,9028,2059,466,536,86.9,174,246,70.7,22,49,44.9,3,4.4,3.7,-1.4,35,33,32,8,81,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
351,Jakub Moder,pl POL,MF,Brighton,26-017,1999,0.1,18,22,81.8,254,82,10,14,71.4,8,8,100.0,0,0,,0,0.2,0.5,-0.2,3,0,1,1,4,Matches
352,Jeremy Monga,,FW,Leicester City,,,0.3,5,8,62.5,66,28,2,3,66.7,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
353,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-256,2007,2.1,48,67,71.6,593,166,30,31,96.8,13,20,65.0,1,5,20.0,1,0.3,0.5,+0.7,3,1,5,1,7,Matches
354,Morato,br BRA,DF,Nott'ham Forest,23-298,2001,8.9,181,244,74.2,3048,1521,77,92,83.7,86,103,83.5,10,28,35.7,0,0.0,0.0,0.0,0,11,0,0,14,Matches
355,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,31-320,1993,10.6,308,428,72.0,4574,1911,184,210,87.6,95,148,64.2,14,40,35.0,1,1.3,1.1,-0.3,8,25,9,2,34,Matches
356,Sam Morsy,eg EGY,MF,Ipswich Town,33-226,1991,25.9,1068,1235,86.5,17075,4690,560,601,93.2,414,453,91.4,67,115,58.3,1,0.8,1.1,+0.2,17,125,13,2,101,Matches
357,Yerson Mosquera,co COL,DF,Wolves,23-357,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7,Matches
358,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-104,1999,3.9,107,133,80.5,1542,349,58,67,86.6,33,40,82.5,6,10,60.0,0,0.2,0.2,-0.2,5,8,2,1,15,Matches
359,Divin Mubama,eng ENG,FW,Manchester City,20-181,2004,0.3,2,3,66.7,44,18,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
360,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-109,2001,1.7,28,42,66.7,431,165,17,24,70.8,10,15,66.7,1,2,50.0,0,1.0,0.5,-1.0,2,2,2,1,5,Matches
361,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,28-306,1996,7.8,99,139,71.2,1161,245,63,80,78.8,27,38,71.1,0,1,0.0,1,0.9,0.1,+0.1,4,3,1,0,7,Matches
362,Rodrigo Muniz,br BRA,FW,Fulham,23-355,2001,10.7,92,142,64.8,1540,528,46,68,67.6,31,45,68.9,11,13,84.6,1,0.7,0.2,+0.3,7,13,3,0,27,Matches
363,Daniel Muñoz,co COL,DF,Crystal Palace,28-333,1996,31.9,1006,1329,75.7,15367,4481,570,666,85.6,374,487,76.8,44,98,44.9,4,4.2,3.1,-0.2,39,53,31,13,83,Matches
364,Arijanet Muric,xk KVX,GK,Ipswich Town,26-168,1998,18.0,454,633,71.7,11705,8247,122,122,100.0,215,221,97.3,115,283,40.6,0,0.0,0.0,0.0,0,14,0,0,1,Matches
365,Murillo,br BRA,DF,Nott'ham Forest,22-294,2002,31.5,976,1254,77.8,19356,9071,370,407,90.9,450,517,87.0,137,288,47.6,0,1.1,1.1,-1.1,12,110,11,1,100,Matches
366,Jacob Murphy,eng ENG,FW,Newcastle Utd,30-059,1995,22.4,562,820,68.5,8420,2696,341,404,84.4,174,259,67.2,35,83,42.2,11,7.8,5.0,+3.2,36,45,32,13,61,Matches
367,Vitaliy Mykolenko,ua UKR,DF,Everton,25-330,1999,29.2,836,1127,74.2,14099,5810,425,477,89.1,317,429,73.9,77,171,45.0,1,1.5,1.8,-0.5,19,95,35,20,99,Matches
368,Iliman Ndiaye,sn SEN,FW,Everton,25-049,2000,23.5,506,629,80.4,7654,1585,295,344,85.8,166,194,85.6,34,49,69.4,0,1.6,1.2,-1.6,17,34,14,5,44,Matches
369,Wilfred Ndidi,ng NGA,MF,Leicester City,28-129,1996,21.9,675,854,79.0,9544,2440,376,436,86.2,220,273,80.6,31,61,50.8,4,1.8,1.4,+2.2,14,55,9,2,59,Matches
370,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-129,2005,1.4,47,53,88.7,853,185,22,23,95.7,21,25,84.0,4,5,80.0,0,0.0,0.0,0.0,0,5,0,0,6,Matches
371,Reiss Nelson,eng ENG,FW,Arsenal,25-135,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
372,Reiss Nelson,eng ENG,FW,Fulham,25-135,1999,5.4,232,268,86.6,3429,761,136,147,92.5,77,91,84.6,12,19,63.2,1,1.0,1.0,0.0,13,7,15,3,35,Matches
373,Neto,br BRA,GK,Bournemouth,35-279,1989,2.0,40,62,64.5,1183,896,7,7,100.0,21,21,100.0,12,33,36.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
374,Pedro Neto,pt POR,FW,Chelsea,25-046,2000,20.4,591,749,78.9,9641,1973,295,318,92.8,218,267,81.6,54,110,49.1,4,5.4,4.2,-1.4,41,24,32,21,52,Matches
375,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25-329,1999,9.8,165,220,75.0,2479,509,89,112,79.5,55,66,83.3,12,17,70.6,1,1.5,0.8,-0.5,11,11,4,0,17,Matches
